PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,HitType,TaggedHitType,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,Zone,run_val,HandDif,loc_count_run_val,loc_count_adj_run_val,SmartRunVal,Umpire,factor,tilt
180,3/9/2021,00:38.2,1,5,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Matthews, Andrew",1000073031,Left,Down South Gators,Undefined,5,Top,0,3,1,Fastball,Sinker,whiff,Undefined,Undefined,0,0,NA,90.65868,-3.342643,-2.965976,1959.698,226.0854,1:30,6.35915,0.9744,5.97386,-19.93733,14.32052,13.64619,1.59128,-0.64044,82.47661,-7.096463,-0.514884,0.421261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.87835,8.70126,-0.74706,50,6.08309,6.21741,-131.2724,-8.29878,-13.65097,29.60997,-17.0972,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,43fa8340-812b-11eb-9936-256eafa01ed6,89.47523,NA,NA,8.18208,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.06,0,0.01140393,0.002874366,-0.062874366,Test Umpire,19.4228,1.66
181,3/9/2021,00:56.6,1,6,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Matthews, Andrew",1000073031,Left,Down South Gators,Undefined,5,Top,0,3,2,Fastball,Four-Seam,strike,Strikeout,Undefined,0,0,NA,91.00031,-3.435388,-3.097292,2002.243,203.3934,12:45,6.37663,0.97325,6.22121,-12.31453,21.39785,8.7476,2.17208,-1.1585,82.57704,-5.843425,-1.520912,0.417894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.43563,12.4391,-0.74548,50,6.11263,6.76166,-131.7633,-8.19669,-9.4851,29.93734,-10.46793,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,4efbbe30-812b-11eb-9936-256eafa01ed6,90.19615,NA,NA,8.42327,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.06,0,0.010686668,0.002157104,-0.062157104,Test Umpire,20.15648,12.66
182,3/9/2021,01:27.3,2,1,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,5,Top,1,0,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,91.57077,-4.232722,-0.03496,1866.67,215.4343,1:15,6.45513,0.91775,6.19118,-14.69296,18.73127,12.48012,1.31577,1.92549,83.04171,-7.052306,2.218399,0.416104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.42044,11.3404,-0.92092,50,6.12819,-0.45381,-132.6042,-10.19343,-11.30188,31.36569,-12.21154,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,614809e0-812b-11eb-9936-256eafa01ed6,90.58412,NA,NA,8.52906,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.07,1,0.07,0.061470436,0.008529564,Test Umpire,20.49742,1.33
183,3/9/2021,01:48.3,2,2,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,5,Top,1,1,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,91.83559,-3.789365,-2.539408,2011.469,190.9647,12:15,6.43526,0.73685,6.18953,-11.32028,21.82997,4.00492,1.98473,-1.27551,83.34957,-6.010417,-1.817771,0.414395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82366,12.75166,-0.54732,50,6.14308,5.72616,-132.9657,-9.05745,-5.01619,30.56193,-9.52105,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,6dc5f9c0-812b-11eb-9936-256eafa01ed6,90.95767,NA,NA,8.48602,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,1,0.003042202,-0.005487362,0.075487362,Test Umpire,20.47809,12.33
184,3/9/2021,02:08.9,2,3,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,5,Top,1,2,0,Slider,Curveball,ball,Undefined,Undefined,0,0,NA,77.46047,-1.446938,-2.365288,1767.267,42.54575,7:30,6.35735,0.87168,5.82804,-47.2029,-0.10496,-1.54146,1.07729,-1.45675,71.06679,-10.0839,-2.642096,0.493938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06728,0.85854,-0.67755,50,6.21137,4.69736,-112.3489,-4.32081,0.08519,22.11816,-31.08691,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,7a0e5ab0-812b-11eb-9936-256eafa01ed6,76.31006,NA,NA,6.39368,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,1,0.047800422,0.039270858,0.030729142,Test Umpire,12.9443,7.33
185,3/9/2021,02:25.9,2,4,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,5,Top,1,3,0,Fastball,Sinker,ball,Walk,Undefined,0,0,NA,91.12043,-1.561751,-1.455498,1925.762,223.7717,1:30,6.43037,0.95484,6.16346,-19.1295,14.37875,12.69355,3.39279,0.66787,82.8139,-5.195447,0.834868,0.416627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.96107,8.23032,-0.85061,50,6.30211,2.82167,-132.2793,-4.17825,-12.2484,30.04243,-17.6923,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,842b9e40-812b-11eb-9936-256eafa01ed6,90.47052,NA,NA,8.30654,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.07,1,-0.003547607,-0.012077171,0.082077171,Test Umpire,19.93757,1.33
186,3/9/2021,03:00.3,3,1,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,0,0,ChangeUp,Changeup,strike,Undefined,Undefined,0,0,NA,79.80111,-2.870122,-2.96676,1953.329,205.7664,12:45,6.37485,0.95773,5.86357,-22.96761,21.3343,9.56209,1.78884,-1.00389,72.78826,-7.204879,-1.253847,0.479052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.74571,12.19792,-0.72268,50,6.12855,5.62412,-115.5686,-6.41961,-7.73272,22.52253,-15.7578,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,98b4ba90-812b-11eb-9936-256eafa01ed6,78.68133,NA,NA,7.01284,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.06,0,-0.001263305,-0.009792869,-0.050207131,Test Umpire,14.63902,1
187,3/9/2021,03:19.7,3,2,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,0,1,Slider,Curveball,ball,Undefined,Undefined,0,0,NA,77.04474,-0.856984,-0.339803,1780.215,55.19645,7:45,6.16385,1.36654,5.53602,-48.77959,-0.79039,-3.42658,1.29781,0.76338,70.67781,-9.749429,-0.952647,0.49859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6263,0.36071,-1.33475,50,6.0573,0.79453,-111.8174,-3.27431,2.04319,21.61006,-31.72087,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,a44ba5d0-812b-11eb-9936-256eafa01ed6,75.59813,NA,NA,6.36693,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.07,0,0.001328101,-0.007201463,0.077201463,Test Umpire,12.76987,8
188,3/9/2021,03:41.6,3,3,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,1,1,Slider,Curveball,ball,Undefined,Undefined,0,0,NA,77.64178,-1.26946,-2.062053,1788.033,90.07408,9:00,6.30329,1.20603,5.79562,-45.14211,1.47437,-2.47295,1.35971,-0.91888,71.577,-9.526899,-2.50577,0.491407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6774,1.55201,-1.03494,50,6.17181,4.14887,-112.7068,-3.9172,0.8691,20.97353,-30.18283,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,b1516350-812b-11eb-9936-256eafa01ed6,76.70314,NA,NA,6.06478,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,0,0.013710521,0.005180957,0.064819043,Test Umpire,12.34166,9
189,3/9/2021,04:01.9,3,4,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,2,1,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,91.20473,-3.956171,-2.829328,1995.221,183.6732,12:00,6.29953,0.96432,5.8105,-15.02678,19.12627,1.15114,1.35816,-1.57285,82.85028,-6.818946,-2.623439,0.420616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44461,11.32079,-0.73297,50,5.96569,6.46957,-131.9203,-9.56602,-2.52432,30.26745,-12.39194,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,bd64f8a0-812b-11eb-9936-256eafa01ed6,89.61239,NA,NA,8.35445,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,0,0.042157537,0.033627973,0.036372027,Test Umpire,19.86242,12
190,3/9/2021,04:27.4,3,5,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,3,1,Fastball,Four-Seam,foul,Undefined,Undefined,0,0,NA,91.44767,-1.617921,-2.328039,2000.307,197.4245,12:30,6.43823,0.9347,6.41113,-13.34009,19.63619,5.81374,3.8374,-0.7224,83.02438,-4.222019,-1.275637,0.413306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.71319,11.04312,-0.77065,50,6.31601,5.15723,-132.7312,-4.06149,-6.5799,30.18272,-12.60523,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,cca0a8f0-812b-11eb-9936-256eafa01ed6,91.19731,NA,NA,8.42329,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.06,0,0.034296283,0.025766719,-0.085766719,Test Umpire,20.38028,12.66
191,3/9/2021,05:30.2,3,6,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",8899464,Left,Down South Gators,Undefined,5,Top,1,3,2,Fastball,Sinker,whiff,Strikeout,Undefined,0,0,NA,93.35878,-3.043053,-2.481295,1920.496,231.2588,1:45,6.25357,0.96006,5.98468,-21.01434,11.15264,12.56442,1.67663,-0.29412,85.17085,-6.974938,-0.222357,0.408203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.15197,6.93835,-0.7709,50,6.00142,5.30899,-135.3104,-7.9021,-13.20227,30.71493,-19.36614,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,f2134ca0-812b-11eb-9936-256eafa01ed6,92.33742,NA,NA,8.18793,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.06,0,-0.013635536,-0.0221651,-0.0378349,Test Umpire,20.05848,1.66
192,3/9/2021,06:00.9,4,1,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Wilfred, Brian",1000069678,Left,Down South Gators,Undefined,5,Top,2,0,0,Slider,Curveball,strike,Undefined,Undefined,0,0,NA,77.30268,0.784524,-0.787738,1730.348,44.96572,7:30,6.19897,1.19972,5.60743,-50.26141,-2.84854,-4.36961,2.74294,0.10024,70.85176,-8.407247,-1.569082,0.495587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97847,-1.19016,-1.12951,50,6.23369,1.71017,-112.2421,-0.11219,2.51118,21.27335,-33.68466,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,045add60-812c-11eb-9936-256eafa01ed6,76.05621,NA,NA,6.45092,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-0.06,0,-0.023189239,-0.031718803,-0.028281197,Test Umpire,13.01673,7.33
193,3/9/2021,06:20.0,4,2,"Nichols, Jimmy",8898850,Right,Great North Coyotes,"Morrison, Jonathan",1000069678,Left,Down South Gators,Undefined,5,Top,2,0,1,Slider,Curveball,Out,Undefined,Out,1,0,NA,78.35505,-0.471379,-1.459079,1720.636,49.78747,7:45,6.17427,1.13477,5.46602,-47.43463,-1.11059,-3.04768,1.78007,-0.48505,72.09472,-9.103662,-2.002758,0.489863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13071,-0.05335,-1.00421,50,6.10005,3.01382,-113.7597,-2.51959,1.47674,21.52155,-32.2437,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,0fc27b40-812c-11eb-9936-256eafa01ed6,76.94485,NA,NA,6.26032,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,GroundBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.26,0,-0.012874835,-0.021404399,-0.238595601,Test Umpire,12.77976,7.66
194,3/9/2021,09:32.8,1,1,"De Los Santos, Dave",1000073015,Left,Down South Gators,"Noon, Emmanuel",8900199,Right,Great North Coyotes,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,90.35763,-1.675025,1.257379,2261.817,151.0225,11:00,5.85814,-2.19382,5.57493,-12.12682,22.7943,-11.95312,3.28228,-2.01533,81.80142,-4.040307,-0.874692,0.42532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37091,12.33875,2.09337,50,5.70619,-2.32749,-131.0054,-4.13006,10.98233,29.76445,-10.90414,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,82a15f50-812c-11eb-9936-256eafa01ed6,88.62143,NA,NA,8.55621,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.07,0,0.07,0.061470436,0.008529564,Test Umpire,20.11711,11
195,3/9/2021,09:51.6,1,2,"De Los Santos, Dave",1000073015,Left,Down South Gators,"Noon, Emmanuel",8900199,Right,Great North Coyotes,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,foul,Undefined,Undefined,0,0,NA,89.77103,-1.83859,3.271737,NA,151.4756,11:00,5.82183,-2.08032,5.62587,-12.72918,22.55915,-11.6091,3.04208,0.00846,81.47973,-4.309814,1.203443,0.42755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68453,12.1893,1.80815,50,5.65641,-6.88412,-129.979,-4.48061,11.39782,28.08311,-11.39003,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,8dd80220-812c-11eb-9936-256eafa01ed6,88.15912,NA,NA,8.2913,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.06,0,-0.017741557,-0.026271121,-0.033728879,Test Umpire,19.39259,11
196,3/9/2021,10:13.9,1,3,"De Los Santos, Dave",1000073015,Left,Down South Gators,"Noon, Emmanuel",8900199,Right,Great North Coyotes,Undefined,5,Bottom,0,1,1,ChangeUp,Changeup,whiff,Undefined,Undefined,0,0,NA,84.89012,-1.760695,2.176118,1997.482,126.581,10:15,5.6162,-2.18338,6.16352,-28.85246,9.83272,-11.47331,1.58374,-1.12839,77.31223,-7.158656,0.105393,0.447655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57796,6.01634,2.02401,50,5.468,-4.23099,-123.1689,-4.66934,10.02173,26.3446,-23.00797,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,9b23a240-812c-11eb-9936-256eafa01ed6,84.19971,NA,NA,7.57789,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.06,0,0.010271063,0.001741499,-0.061741499,Test Umpire,16.92797,10.33
